PN,ProductGroup,WorkCenter,Predecessors,RawMaterial,OperationRoute,OperationRouteID,ProcessingTimes,SetupTimes,BatchInfo,ScrapRate
6649-1701-9901,,SA,[],-,SA,21,[9.96],0,50-100-200,0.02
6649-1702-0000,,Phantom,"[['6649-1702-3100', 1.0], ['6649-1702-3200', 1.0], ['6649-1702-3300', 1.0], ['6649-1702-3400', 1.0], ['6649-1702-3501', 1.0], ['6649-1702-3601', 1.0], ['6649-1702-3701', 1.0], ['6649-1702-3800', 1.0], ['6649-1702-3900', 1.0], ['6649-1702-4000', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6649-1702-0002,,Phantom,"[['6649-1702-3102', 1.0], ['6649-1702-3202', 1.0], ['6649-1702-3300', 1.0], ['6649-1702-3402', 1.0], ['6649-1702-3501', 1.0], ['6649-1702-3601', 1.0], ['6649-1702-3701', 1.0], ['6649-1702-3801', 1.0], ['6649-1702-3901', 2.0], ['6649-1702-4001', 1.0], ['6649-1703-9402', 1.0], ['6649-1704-0601', 1.0], ['6649-1704-2401', 1.0], ['6649-1704-2501', 1.0], ['6649-1706-5102', 1.0], ['6649-1706-5602', 1.0], ['6649-1706-6102', 2.0], ['6649-1706-6702', 1.0], ['6649-1706-7301', 1.0], ['6649-1706-7901', 1.0], ['6649-1706-9002', 1.0], ['6649-1706-9601', 1.0], ['6649-1708-1000', 1.0], ['6649-1708-1100', 1.0], ['6649-1800-2200', 1.0], ['6649-1802-0900', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6649-1702-0100,,Phantom,"[['6649-1701-2700', 1.0], ['6649-1701-2801', 1.0], ['6649-1705-3900', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6649-1702-0102,,Phantom,"[['6649-1701-2704', 1.0], ['6649-1701-2804', 1.0], ['6649-1705-3902', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6649-1702-0300,,Phantom,"[['6649-1702-3100', 1.0], ['6649-1702-3200', 1.0], ['6649-1702-3300', 1.0], ['6649-1702-3400', 1.0], ['6649-1702-3501', 1.0], ['6649-1702-3601', 1.0], ['6649-1702-3701', 1.0], ['6649-1702-3800', 1.0], ['6649-1702-3900', 1.0], ['6649-1702-4000', 1.0], ['6649-1702-4100', 1.0], ['6649-1703-9500', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6649-1702-0302,,Phantom,"[['6649-1702-3102', 1.0], ['6649-1702-3202', 1.0], ['6649-1702-3300', 1.0], ['6649-1702-3402', 1.0], ['6649-1702-3501', 1.0], ['6649-1702-3601', 1.0], ['6649-1702-3701', 1.0], ['6649-1702-3801', 1.0], ['6649-1702-3901', 2.0], ['6649-1702-4001', 1.0], ['6649-1703-9500', 1.0], ['6649-1704-0601', 1.0], ['6649-1706-9601', 1.0], ['6649-1707-0201', 1.0], ['6649-1707-0901', 1.0], ['6649-1707-1202', 1.0], ['6649-1707-1802', 1.0], ['6649-1708-1000', 1.0], ['6649-1708-1100', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6649-1702-1500,,SA,"[['6649-1500-4907', 1.0], ['6649-1702-1700', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6649-1702-1502,,SA,"[['6649-1500-4909', 1.0], ['6649-1702-1701', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6649-1702-1503,,SA,"[['6649-1500-4912', 1.0], ['6649-1702-1701', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6649-1702-1504,,SA,"[['6649-1500-4913', 1.0], ['6649-1702-1702', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6649-1702-1505,,Phantom,"[['6649-1500-4914', 1.0], ['6649-1702-1702', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6649-1702-1700,,SA,"[['6649-1500-7205', 1.0], ['6649-1600-0003', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6649-1702-2103,,SA,"[['6649-1700-2606', 1.0], ['6649-1702-1701', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6649-1702-2104,,SA,"[['6649-1700-2607', 1.0], ['6649-1702-1702', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6649-1702-2105,,Phantom,"[['6649-1700-2608', 1.0], ['6649-1702-1702', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6649-1702-3101,WIRE_Semi-Automated,WIRE,"[['6649-1703-0701', 2.0], ['6649-1703-0801', 2.0], ['6649-1703-0900', 2.0]]",-,WIRE,35,[10.2],0,19-39.0-78.0,0
6649-1702-3201,WIRE_Semi-Automated,WIRE,"[['6649-1703-4101', 2.0]]",-,WIRE,35,[10.2],0,18-37.5-75.0,0
6649-1702-3300,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,19-39.5-79.0,0.0125
6649-1702-3402,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,19-39.5-79.0,0
6649-1702-3501,WIRE_Semi-Automated,WIRE,"[['6649-1703-4601', 4.0]]",-,WIRE,35,[9.16],0,28-56.0-112.0,0
6649-1702-3601,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[5.801],0,11-22.5-45.0,0.186046512
6649-1702-3701,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,19-39.0-78.0,0
6649-1702-3801,WIRE_Semi-Automated,WIRE,"[['6649-1703-7801', 1.0], ['6649-1703-7901', 1.0]]",-,WIRE,35,[10.2],0,18-37.5-75.0,0
6649-1702-3900,WIRE_AUTO,WIRE,[],-,WIRE,34,[3.231],20,25-50.0-100.0,0
6649-1702-4000,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,20-40.0-80.0,0.120879121
6649-1702-4201,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,12-25.0-50.0,0
6649-1702-4301,WIRE_Semi-Automated,WIRE,"[['6649-1704-1601', 1.0], ['6649-1704-1701', 1.0]]",-,WIRE,35,[10.2],0,12-25.0-50.0,0
6649-1702-4500,WIRE_Semi-Automated,WIRE,"[['6649-1704-3800', 2.0]]",-,WIRE,35,[10.2],0,12-25.0-50.0,0
6649-1702-4900,WIRE_Semi-Automated,WIRE,"[['6649-1702-6100', 2.0]]",-,WIRE,35,[10.2],0,72-145.33333333333334-290.6666666666667,0.027424094
6649-1702-5000,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.043062201
6649-1702-5100,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.044991511
6649-1702-5200,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.034749035
6649-1702-5300,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.026548673
6649-1702-5400,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.084249084
6649-1702-5500,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.031690141
6649-1702-6100,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[2.557],0,500-1000.0-2000.0,0
6649-1703-0900,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6649-1703-8600,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6649-1703-9000,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6649-1703-9500,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,20-40.0-80.0,0
6649-1704-0601,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,12-25.0-50.0,0.074074074
6649-1704-2400,WIRE_Semi-Automated,WIRE,"[['6649-1704-0700', 2.0], ['6649-1704-1601', 1.0], ['6649-1704-1701', 1.0]]",-,WIRE,35,[10.2],0,12-25.0-50.0,0
6649-1704-2500,WIRE_Semi-Automated,WIRE,"[['6649-1706-4000', 2.0], ['6649-1706-4900', 2.0]]",-,WIRE,35,[10.2],0,12-25.0-50.0,0
6649-1704-3900,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0
6649-1705-2905,IM_Automated,IM,[],54,IM_OP1,23,[0.375],120,85-170-340,0
6649-1705-3003,IM_Automated,IM,[],54,IM_OP1,23,[0.375],120,1210-2421.0-4842.0,0.021600448
6649-1705-6400,,SA,"[['6649-1702-1702', 1.0], ['6649-1705-6600', 1.0]]",-,SA,21,[24.68],0,65-131.8-263.6,0
6649-1705-6401,,SA,"[['6649-1702-1702', 1.0], ['6649-1705-6602', 1.0]]",-,SA,21,[24.68],0,65-131.8-263.6,0
6649-1706-3000,IM_Semi-Automated,IM,[],54,IM_OP1,23,[0.24],120,85-170-340,0.013724952
6649-1706-3001,IM_Semi-Automated,IM,[],54,IM_OP1,23,[0.24],120,85-170-340,0.013724952
6649-1706-4400,,SA,[],-,SA,21,[4.628],0,381-763.0-1526.0,0.001405325
6649-1706-7300,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,12-25.0-50.0,0
6649-1706-7901,WIRE_Semi-Automated,WIRE,"[['6649-1708-2500', 1.0], ['6649-1708-2600', 1.0]]",-,WIRE,35,[10.2],0,12-25.0-50.0,0
6649-1706-8200,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6649-1706-8600,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6649-1706-9600,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,18-37.5-75.0,0.226804124
6649-1707-0200,WIRE_Semi-Automated,WIRE,"[['6649-1704-1601', 1.0], ['6649-1704-1701', 1.0], ['6649-1707-0500', 2.0]]",-,WIRE,35,[10.2],0,12-25.0-50.0,0
6649-1707-0900,WIRE_Semi-Automated,WIRE,"[['6649-1706-4000', 4.0]]",-,WIRE,35,[10.2],0,8-16.0-32.0,0
6649-1707-2200,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6649-1707-2600,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,12-25.0-50.0,0
6649-1707-8400,,PRD,"[['6649-1709-9300', 1.0]]",-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 0.5, 3.75, 2.097, 1.1333333333333333]","[10, 19.343, 10, 10.692, 10]",18-36.0-72.0,0.012174643
6649-1708-1000,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,18-37.5-75.0,0.336283186
6649-1708-1100,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,18-37.5-75.0,0.117647059
6649-1709-9600,IM_Semi-Automated,IM,[],54,IM_OP1,23,[0.24],120,85-170-340,0.00770303
6649-1709-9601,IM_Semi-Automated,IM,[],54,IM_OP1,23,[0.24],120,85-170-340,0.00770303
6649-1800-2200,WIRE_Semi-Automated,WIRE,"[['6649-1801-8100', 1.0], ['6649-1801-8200', 1.0]]",-,WIRE,35,[10.2],0,12-25.0-50.0,0
6649-1800-4701,,SA,"[['6649-1706-3001', 1.0], ['6649-1707-8401', 1.0], ['6649-1709-9601', 1.0], ['6649-2000-1500', 1.0]]",-,SA,21,[3.206],0,50-100-200,0
6649-1800-4702,,SA,"[['6649-1706-3001', 1.0], ['6649-1707-8401', 1.0], ['6649-1709-9601', 1.0]]",-,SA,21,[3.206],0,50-100-200,0
6649-1801-5700,,SA,"[['6649-1706-3001', 1.0], ['6649-1707-8401', 1.0], ['6649-1709-9601', 1.0]]",-,SA,21,[3.615],0,50-100-200,0
6649-1801-5701,,SA,"[['6649-1706-3001', 1.0], ['6649-1707-8401', 1.0], ['6649-1709-9601', 1.0], ['6649-2000-8600', 1.0]]",-,SA,21,[3.615],0,50-100-200,0
6649-1801-5702,,Phantom,"[['6649-1706-3001', 1.0], ['6649-1707-8401', 1.0], ['6649-1709-9601', 1.0]]",-,Phantom,31,[0],0,50-100-200,0
6649-1801-7702,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 0.583, 3.75, 1.883, 1.1333333333333333]","[10, 31.542, 10, 10, 10]",290-580-1160,0.2
6649-1802-0100,,SA,"[['6649-1702-1702', 1.0], ['6649-1802-0200', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6649-1900-0600,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 1.0, 6.0, 2.47, 0.6666666666666666]","[10, 46.175, 10, 3.775, 10]",38-76.0-152.0,0.043604651
6649-1900-0900,,Phantom,"[['6649-1700-0001', 1.0], ['6649-1705-6602', 1.0], ['6649-1900-1100', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6649-2000-5200,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[1.908],0,215-430-860,0
6649-2000-5400,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[2.052],0,215-430-860,0.070221555
6649-2000-5600,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[1.908],0,215-430-860,0
6649-2000-6100,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[1.908],0,215-430-860,0
6660-0900-2006,,PRD,"[['6660-0900-2106', 1.0]]",-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.217, 0.833, 3.75, 2.433, 1.3666666666666667]","[10, 54, 10, 10, 10]",290-580-1160,0.01
6661-1100-2902,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'CA_BOT', 'Selective_BOT', 'Depanelize']",14,"[1.617, 1.083, 3.75, 1.744, 1.5, 2.333, 1.8333333333333333]","[10, 55.884, 10, 3.069, 10, 4.206, 10]",731-1462.857142857143-2925.714285714286,0.007101041
6661-1100-2903,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'CA_BOT', 'Selective_BOT', 'Depanelize']",14,"[2.017, 1.083, 0.333, 1.744, 0.222, 2.333, 2.3]","[10, 55.884, 10, 3.069, 10, 4.206, 10]",731-1462.857142857143-2925.714285714286,0.007101041
6661-1101-2300,IM_Semi-Automated,IM,[],9,IM_OP1,23,[0.5],120,1490-2980.4285714285716-5960.857142857143,0.024539002
6661-1101-2400,IM_Semi-Automated,IM,[],9,IM_OP1,23,[0.5],120,1404-2808.5-5617.0,0.023188699
6661-1101-2500,IM_Automated,IM,[],9,IM_OP1,23,[1.0],120,1475-2951.625-5903.25,0.022184185
6661-1101-2600,IM_Semi-Automated,IM,[],9,IM_OP1,23,[0.5],120,1241-2482.0-4964.0,0.014463418
6661-1101-2700,IM_Automated,IM,[],9,IM_OP1,23,[1.0],120,1473-2947.625-5895.25,0.034720529
6661-1500-0302,WIRE_Semi-Automated,WIRE,"[['6661-1600-1800', 1.0], ['6661-1600-1900', 1.0], ['6661-1600-2000', 1.0], ['6661-1600-2100', 1.0]]",-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1500-0303,WIRE_Semi-Automated,WIRE,"[['6661-1600-1800', 1.0], ['6661-1600-1900', 1.0], ['6661-1600-2000', 1.0], ['6661-1600-2100', 1.0]]",-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1500-0304,WIRE_Semi-Automated,WIRE,"[['6661-1600-1800', 1.0], ['6661-1600-1900', 1.0], ['6661-1600-2000', 1.0], ['6661-1600-2100', 1.0]]",-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1500-0305,WIRE_Semi-Automated,WIRE,"[['6661-1600-1800', 1.0], ['6661-1600-1901', 1.0], ['6661-1600-2000', 1.0], ['6661-1600-2100', 1.0]]",-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1500-0602,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.268292683
6661-1500-0604,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.268292683
6661-1500-0702,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1500-0704,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1500-1001,WIRE_Semi-Automated,WIRE,"[['6661-1600-6600', 1.0], ['6661-1600-6700', 1.0]]",-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1600-0900,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1600-1000,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1600-1400,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1600-1500,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1600-2600,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.05982906
6661-1600-2700,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.204892966
6661-1600-2800,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.051724138
6661-1600-2900,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.03930131
6661-1600-3400,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,10-20.0-40.0,0
6661-1600-3500,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,10-20.0-40.0,0.160305344
6661-1600-3600,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,10-20.0-40.0,0
6661-1600-3700,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,10-20.0-40.0,0.123505976
6661-1600-3800,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,10-20.0-40.0,0.087136929
6661-1600-3900,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,10-20.0-40.0,0
6661-1600-4000,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,10-20.0-40.0,0.05982906
6661-1600-4800,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1600-4900,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1600-5000,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1600-5400,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,1000-2000.0-4000.0,0.032146561
6661-1600-5500,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1600-5600,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,1000-2000.0-4000.0,0
6661-1600-5700,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,1000-2000.0-4000.0,0.018771331
6661-1600-5800,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,1000-2000.0-4000.0,0.074416883
6661-1600-5900,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1601-5100,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1601-5200,WIRE_Semi-Automated,WIRE,[],-,WIRE,35,[10.2],0,215-430-860,0.02
6661-1601-7900,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[1.317, 1.417, 1.4833333333333334]","[10, 85.242, 10]",211-423.0-846.0,0.001616162
6661-1601-7901,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[1.317, 1.417, 1.4833333333333334]","[10, 85.242, 10]",211-423.0-846.0,0.001616162
6661-1601-7903,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[1.317, 1.417, 1.4833333333333334]","[10, 85.242, 10]",211-423.0-846.0,0.001616162
6661-1601-7904,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[1.317, 1.417, 1.4833333333333334]","[10, 85.242, 10]",211-423.0-846.0,0.001616162
6661-1601-7905,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[1.317, 1.417, 1.4833333333333334]","[10, 85.242, 10]",211-423.0-846.0,0.001616162
6661-1601-8100,,Phantom,"[['6661-1601-8800', 1.0], ['6661-1601-9800', 1.0], ['6661-1602-0800', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6661-1601-8101,,Phantom,"[['6661-1601-8802', 1.0], ['6661-1601-9800', 1.0], ['6661-1602-0801', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6661-1601-8102,,Phantom,"[['6661-1601-8802', 1.0], ['6661-1601-9800', 1.0], ['6661-1602-0801', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6661-1601-8103,,SA,"[['6661-1601-8802', 1.0], ['6661-1601-9800', 1.0], ['6661-1602-0801', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6661-1601-9200,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,250-500.0-1000.0,0.013157895
6661-1601-9500,WIRE_AUTO,WIRE,[],-,WIRE,34,[10.2],20,250-500.0-1000.0,0.014890282
6661-1900-0500,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 1.5, 3.75, 2.298, 0.6666666666666666]","[10, 76.0, 10, 4.227, 10]",535-1070.3076923076924-2140.6153846153848,0.006821282
6661-1900-0501,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 1.5, 3.333, 2.298, 0.6666666666666666]","[10, 76.0, 10, 4.227, 10]",535-1070.3076923076924-2140.6153846153848,0.006821282
6661-1900-0700,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[4.417, 0.667, 5.1]","[10, 19.95, 10]",746-1492.0-2984.0,0.003822346
6661-1900-0701,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[4.417, 0.667, 5.1]","[10, 19.95, 10]",746-1492.0-2984.0,0.003822346
6661-1900-1000,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[2.817, 0.417, 3.2333333333333334]","[10, 20.81, 10]",730-1461.3333333333333-2922.6666666666665,0.005370844
6661-1900-1200,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.217, 0.583, 0.312, 1.565, 1.3666666666666667]","[10, 79.344, 10, 4.086, 10]",687-1375.111111111111-2750.222222222222,0.002286113
6661-1900-1400,,PRD,[],-,"['LaserMarking', 'SMD', 'Depanelize']",1,"[2.017, 0.917, 2.3]","[10, 55.549, 10]",846-1692.0-3384.0,0.034205163
6661-2000-0100,,SA,"[['6661-1100-2701', 1.0]]",-,SA,21,[9.96],0,50-100-200,0
6664-0900-0610,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.617, 0.833, 3.75, 2.433, 0.6666666666666666]","[10, 54, 10, 10, 10]",290-580-1160,0.01
6664-1400-0000,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,85-170-340,0.04
6664-1400-0300,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,85-170-340,0.04
6664-1400-0600,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,85-170-340,0.04
6664-1400-1200,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,85-170-340,0.04
6664-1600-0200,,PRD,"[['1202-0001-1104', 28.0]]",-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 0.833, 3.75, 2.433, 1.1333333333333333]","[10, 54, 10, 10, 10]",290-580-1160,0.01
6736-1100-5601,,Phantom,[],-,Phantom,31,[0],0,84-168.88888888888889-337.77777777777777,0.038797814
6736-1100-5602,,Phantom,"[['6736-1100-5800', 2.0]]",-,Phantom,31,[0],0,84-168.88888888888889-337.77777777777777,0.038797814
6736-1100-5603,,SA,"[['6736-1100-5703', 1.0]]",-,SA,21,[9.96],0,84-168.88888888888889-337.77777777777777,0.038797814
6736-1100-5604,,SA,"[['6736-1100-5703', 1.0]]",-,SA,21,[9.96],0,84-168.88888888888889-337.77777777777777,0.038797814
6736-1100-5800,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,2250-4500.0-9000.0,0
6736-1100-5801,IM_Semi-Automated,IM,[],22,IM_OP0,22,[0.476],240,2250-4500.0-9000.0,0
6736-1200-1200,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.817, 2.167, 3.75, 2.433, 0.9]","[10, 54, 10, 10, 10]",229-459.0-918.0,0.005991285
6736-1300-0002,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[1.017, 0.833, 3.75, 1.972, 1.1333333333333333]","[10, 54, 10, 10, 10]",290-580-1160,0.01
6736-1300-1401,,SA,[],-,SA,21,[9.96],0,50-100-200,0.02
6736-1300-3500,,SA,"[['6736-1100-5703', 1.0]]",-,SA,21,[4.256],0,53-107.0-214.0,0.047413793
6736-1300-3501,,SA,"[['6736-1100-5703', 1.0]]",-,SA,21,[4.256],0,53-107.0-214.0,0.047413793
6736-1300-4400,,SA,"[['6736-1100-5703', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6736-1300-4401,,SA,"[['6736-1100-5703', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6736-1400-0100,,SA,"[['6736-1100-5703', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6736-1400-0101,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.02
6736-1400-1810,,SA,"[['6736-1400-2110', 1.0]]",-,SA,21,[8.381],0,254-509.82142857142856-1019.6428571428571,0.01943271
6736-1400-1811,,SA,"[['6736-1400-2111', 1.0]]",-,SA,21,[8.381],0,254-509.82142857142856-1019.6428571428571,0.01943271
6736-1400-1812,,SA,"[['6736-1400-2111', 1.0]]",-,SA,21,[8.381],0,254-509.82142857142856-1019.6428571428571,0.01943271
6736-1400-2002,,Phantom,[],-,Phantom,31,[0],0,454-908.0-1816.0,0.003137406
6736-1400-2003,,PRD,"[['1202-0001-1104', 11.0]]",-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.817, 1.5, 3.75, 1.564, 0.9]","[10, 56.494, 10, 5.195, 10]",454-908.0-1816.0,0.003137406
6736-1400-2004,,PRD,[],-,"['LaserMarking', 'SMD', 'CA', 'Selective', 'Depanelize']",0,"[0.817, 1.5, 3.75, 1.564, 0.9]","[10, 56.494, 10, 5.195, 10]",454-908.0-1816.0,0.003137406
6736-1400-2103,,Phantom,[],-,Phantom,31,[0],0,50-100-200,0.02
6736-1400-2106,,SA,"[['6736-1400-7504', 1.0], ['6736-1500-0205', 1.0], ['6736-1500-0406', 1.0], ['6736-1604-4200', 1.0]]",-,SA,21,[9.96],0,50-100-200,0.02
6736-1400-2107,,Phantom,"[['6736-1400-7505', 1.0], ['6736-1500-0206', 1.0], ['6736-1500-0407', 1.0], ['6736-1506-1507', 1.0], ['6736-1604-4201', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6736-1400-2108,,Phantom,"[['6736-1400-7505', 1.0], ['6736-1500-0206', 1.0], ['6736-1500-0407', 1.0], ['6736-1506-1507', 1.0], ['6736-1604-4202', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
6736-1400-2109,,Phantom,"[['6736-1400-7505', 1.0], ['6736-1500-0205', 1.0], ['6736-1500-0407', 1.0], ['6736-1506-1507', 1.0], ['6736-1604-4202', 1.0]]",-,Phantom,31,[0],0,50-100-200,0.02
